id,dep_delayed_15min
400,0.15199324
401,0.044812456
402,0.14987248
403,0.0067506297
404,0.07472094
405,0.041290086
406,0.3023621
407,0.11081576
408,0.26247805
409,0.30504227
410,0.2691668
411,0.010308155
412,0.2023259
413,0.18304521
414,0.4489183
415,0.146536
416,0.32486936
417,0.20775063
418,0.25015825
419,0.46725145
420,0.20172852
421,0.050755974
422,0.0155919
423,0.031630006
424,0.23945619
425,0.17737332
426,0.1541269
427,0.27282035
428,0.22213444
429,0.1861297
430,0.3287062
431,0.11398623
432,0.020300578
433,0.20412326
434,0.16942617
435,0.13464391
436,0.23306516
437,0.6698927
438,0.25063157
439,0.20466834
440,0.11636797
441,0.15291692
442,0.19081146
443,0.35632393
444,0.35314906
445,0.07125932
446,0.27898654
447,0.069662236
448,0.18245265
449,0.11914302
450,0.51900184
451,0.2785473
452,0.22426476
453,0.041889206
454,0.02603489
455,0.13005708
456,0.40440062
457,0.11213342
458,0.20451975
459,0.2158969
460,0.06470069
461,0.019114858
462,0.05487109
463,0.13539946
464,0.26761004
465,0.16735297
466,0.19364434
467,0.11430146
468,0.13425747
469,0.074735045
470,0.008303495
471,0.16131184
472,0.2947898
473,0.41083688
474,0.2970359
475,0.13570192
476,0.055843953
477,0.129684
478,0.33912686
479,0.31349078
480,0.0730501
481,0.2086577
482,0.19376343
483,0.1634732
484,0.324041
485,0.14383478
486,0.19783126
487,0.28733972
488,0.06817584
489,0.25125223
490,0.14861844
491,0.74690884
492,0.290155
493,0.103417836
494,0.3070314
495,0.2855973
496,0.21240011
497,0.030374264
498,0.08064043
499,0.2299708
500,0.43448162
501,0.10522396
502,0.17041366
503,0.23585756
504,0.29617932
505,0.24127263
506,0.32599908
507,0.11491696
508,0.114217
509,0.17982768
510,0.08935826
511,0.41597688
512,0.5120564
513,0.04522536
514,0.09352656
515,0.2513011
516,0.14967103
517,0.23098229
518,0.16692697
519,0.14783694
520,0.04444506
521,0.3008714
522,0.15103738
523,0.35954207
524,0.14293057
525,0.16305888
526,0.07127774
527,0.018212538
528,0.33832163
529,0.050102293
530,0.11033944
531,0.22896202
532,0.16546735
533,0.22311328
534,0.33090928
535,0.2884369
536,0.23689531
537,0.28723964
538,0.19831803
539,0.22128785
540,0.22704034
541,0.30547175
542,0.31520832
543,0.7158649
544,0.08333344
545,0.33207172
546,0.025443561
547,0.18541694
548,0.1414619
549,0.20018105
550,0.39920682
551,0.16628893
552,0.16160323
553,0.2631296
554,0.16187017
555,0.27613065
556,0.026940314
557,0.06730315
558,0.17532937
559,0.060182773
560,0.12625605
561,0.06783872
562,0.31446216
563,0.21050964
564,0.058718827
565,0.31408224
566,0.17136173
567,0.4390192
568,0.18465294
569,0.0326181
570,0.2820683
571,0.041187335
572,0.23639764
573,0.4265499
574,0.13168769
575,0.054067377
576,0.0083436025
577,0.057043128
578,0.06658458
579,0.31727543
580,0.042812005
581,0.50396824
582,0.21486335
583,0.23174897
584,0.24983482
585,0.2564467
586,0.18039589
587,0.24127263
588,0.28237775
589,0.3380344
590,0.24575906
591,0.12690142
592,0.1867272
593,0.048580777
594,0.08008324
595,0.45566383
596,0.113745786
597,0.24474959
598,0.25954643
599,0.34045288
600,0.028512554
601,0.13042127
602,0.5883854
603,0.08282956
604,0.014413435
605,0.19932607
606,0.07799835
607,0.063815795
608,0.21848752
609,0.43942654
610,0.3223467
611,0.03016109
612,0.26039207
613,0.17199181
614,0.07252692
615,0.14363235
616,0.10306697
617,0.10042254
618,0.2432317
619,0.192228
620,0.3005778
621,0.43573165
622,0.0242048
623,0.040375274
624,0.0085433
625,0.20823173
626,0.5080993
627,0.4390153
628,0.5529179
629,0.12654176
630,0.23730429
631,0.12445879
632,0.22627978
633,0.13679779
634,0.22547413
635,0.21624377
636,0.25266677
637,0.03711753
638,0.29202634
639,0.20637439
640,0.07543621
641,0.25310192
642,0.16128385
643,0.2024724
644,0.31403074
645,0.62450856
646,0.2773347
647,0.18653555
648,0.061503276
649,0.007948594
650,0.1391894
651,0.11662927
652,0.14861844
653,0.17146523
654,0.1324021
655,0.1321812
656,0.13653207
657,0.06545608
658,0.40667102
659,0.100609705
660,0.045335315
661,0.2509413
662,0.22467174
663,0.12095985
664,0.28269127
665,0.15291232
666,0.21857947
667,0.034134973
668,0.16618131
669,0.2512837
670,0.076083705
671,0.23319323
672,0.38538453
673,0.9814336
674,0.048896916
675,0.33708036
676,0.22827734
677,0.41098836
678,0.07916257
679,0.17199431
680,0.0867447
681,0.06935297
682,0.27261144
683,0.03864627
684,0.11423013
685,0.20328067
686,0.14666402
687,0.059468772
688,0.38557824
689,0.15695384
690,0.3945184
691,0.11447236
692,0.111504994
693,0.20015702
694,0.1269104
695,0.17171173
696,0.33180955
697,0.42723757
698,0.33172312
699,0.1459168
700,0.17706849
701,0.14670198
702,0.08153834
703,0.4093974
704,0.35433578
705,0.24498306
706,0.22619127
707,0.25358778
708,0.18907832
709,0.2583127
710,0.20904796
711,0.094488926
712,0.19531801
713,0.77395606
714,0.19207452
715,0.36155462
716,0.30800483
717,0.120188564
718,0.21911839
719,0.05214021
720,0.1771417
721,0.18194616
722,0.19617686
723,0.05974532
724,0.38543937
725,0.2697997
726,0.3526494
727,0.13611042
728,0.17855982
729,0.048716456
730,0.16786776
731,0.1547369
732,0.17013839
733,0.33070514
734,0.032770943
735,0.24482122
736,0.011581194
737,0.071764395
738,0.17297143
739,0.24728903
740,0.30300814
741,0.26990038
742,0.22874719
743,0.03266383
744,0.057944413
745,0.14106588
746,0.21833016
747,0.57773095
748,0.19950359
749,0.13542573
750,0.38119286
751,0.39610112
752,0.17534143
753,0.17660862
754,0.17416844
755,0.08902747
756,0.10494999
757,0.08182337
758,0.4609962
759,0.32864732
760,0.09038992
761,0.1699443
762,0.008282581
763,0.15373704
764,0.38286188
765,0.37118667
766,0.04419205
767,0.23065083
768,0.48803216
769,0.17444472
770,0.18589772
771,0.17768958
772,0.15700507
773,0.21861191
774,0.34513822
775,0.1066853
776,0.15692937
777,0.23512222
778,0.24497803
779,0.40005636
780,0.08027261
781,0.2517472
782,0.36165318
783,0.19564322
784,0.1407937
785,0.05007167
786,0.3055992
787,0.13500369
788,0.194547
789,0.043721672
790,0.15913862
791,0.3939203
792,0.09076799
793,0.10534717
794,0.07177405
795,0.6656577
796,0.0076528233
797,0.21252254
798,0.07263229
799,0.036377937
800,0.1385573
801,0.08788141
802,0.15638006
803,0.033102892
804,0.23780747
805,0.15788044
806,0.30271107
807,0.009995534
808,0.10640884
809,0.1254967
810,0.13241963
811,0.21252689
812,0.15817562
813,0.26176977
814,0.1691609
815,0.21206501
816,0.17076482
817,0.1523003
818,0.17059697
819,0.32621127
820,0.029873272
821,0.18199292
822,0.29140726
823,0.14333807
824,0.3022895
825,0.009844835
826,0.15985003
827,0.20054968
828,0.04818312
829,0.18205263
830,0.20050168
831,0.15543304
832,0.57287025
833,0.28254247
834,0.14578277
835,0.054773003
836,0.2054282
837,0.3174274
838,0.25009435
839,0.75778276
840,0.25561503
841,0.11894437
842,0.19088283
843,0.29863462
844,0.42332828
845,0.047797885
846,0.16514146
847,0.210285
848,0.0648913
849,0.13480002
850,0.2012341
851,0.08360659
852,0.11395336
853,0.27979153
854,0.05477754
855,0.018477563
856,0.16559482
857,0.19579108
858,0.40518594
859,0.2322048
860,0.20341693
861,0.386422
862,0.02073971
863,0.25379297
864,0.15110388
865,0.13623469
866,0.12199616
867,0.14717062
868,0.13800085
869,0.055187326
870,0.29823512
871,0.14688209
872,0.0071154903
873,0.06800038
874,0.33056682
875,0.11035355
876,0.02952448
877,0.30719024
878,0.34572983
879,0.19389807
880,0.27015784
881,0.0535599
882,0.03360174
883,0.18090358
884,0.21326339
885,0.2779232
886,0.5849895
887,0.04806445
888,0.8482493
889,0.075108185
890,0.19964415
891,0.09712069
892,0.24615693
893,0.12678206
894,0.060744602
895,0.20200846
896,0.0630792
897,0.20804237
898,0.18425132
899,0.65651745
900,0.17127682
901,0.14050794
902,0.15723
903,0.20868815
904,0.11143662
905,0.17041366
906,0.26471072
907,0.16890547
908,0.08529293
909,0.05804926
910,0.02158208
911,0.37165222
912,0.025687052
913,0.21175206
914,0.06276845
915,0.18943353
916,0.7465762
917,0.22605872
918,0.29777548
919,0.0676519
920,0.08737479
921,0.34484985
922,0.35350585
923,0.39074266
924,0.22134297
925,0.37809065
926,0.06497936
927,0.11726181
928,0.25473928
929,0.7875909
930,0.08587587
931,0.12262983
932,0.08226944
933,0.09232431
934,0.46152234
935,0.019623047
936,0.29829448
937,0.11442628
938,0.008549277
939,0.19843842
940,0.19463424
941,0.13168289
942,0.25744334
943,0.43265688
944,0.056365557
945,0.051594004
946,0.19448677
947,0.06465388
948,0.25708133
949,0.20122185
950,0.15232374
951,0.21573654
952,0.25952747
953,0.07177112
954,0.12977847
955,0.22528331
956,0.35785922
957,0.29272646
958,0.7902651
959,0.22794221
960,0.3701439
961,0.22180879
962,0.13109119
963,0.11993224
964,0.16019575
965,0.42002073
966,0.34570393
967,0.22796439
968,0.32278934
969,0.1998928
970,0.24159193
971,0.25180042
972,0.08236146
973,0.21627189
974,0.22797193
975,0.04040276
976,0.22309871
977,0.11546052
978,0.34107807
979,0.018636107
980,0.19924583
981,0.032948576
982,0.15916596
983,0.14232634
984,0.14212768
985,0.37677205
986,0.09900159
987,0.17670427
988,0.32494766
989,0.11613349
990,0.21954939
991,0.060331974
992,0.18267457
993,0.11180904
994,0.29754576
995,0.27279243
996,0.059375107
997,0.070235536
998,0.25082177
999,0.09802674
1000,0.1826033
1001,0.30980366
1002,0.19942509
1003,0.12496824
1004,0.08326773
1005,0.20950983
1006,0.2804673
1007,0.19534224
1008,0.13703299
1009,0.3701911
1010,0.17058755
1011,0.12202671
1012,0.17271681
1013,0.014718058
1014,0.13102701
1015,0.22151144
1016,0.09399917
1017,0.24001718
1018,0.09434832
1019,0.1657257
1020,0.4508486
1021,0.06174193
1022,0.036804136
1023,0.24415182
1024,0.086268246
1025,0.064552665
1026,0.1848944
1027,0.1364898
1028,0.027208393
1029,0.30406046
1030,0.401779
1031,0.15162706
1032,0.16475508
1033,0.117646955
1034,0.036922164
1035,0.16608122
1036,0.09660939
1037,0.023991216
1038,0.2888662
1039,0.35906735
1040,0.15948509
1041,0.034612585
1042,0.16065933
1043,0.3538973
1044,0.13985337
1045,0.26606053
1046,0.1565283
1047,0.13105024
1048,0.008522912
1049,0.30222735
1050,0.24064526
1051,0.13628809
1052,0.18139482
1053,0.31382486
1054,0.17159589
1055,0.29934612
1056,0.040018093
1057,0.2909403
1058,0.053006683
1059,0.029501086
1060,0.28607678
1061,0.02469204
1062,0.0434826
1063,0.20194612
1064,0.18589756
1065,0.2272494
1066,0.044049654
1067,0.15908483
1068,0.21409583
1069,0.1458774
1070,0.2074416
1071,0.054543357
1072,0.14169696
1073,0.1268341
1074,0.27278614
1075,0.22658755
1076,0.10113957
1077,0.31881106
1078,0.14417648
1079,0.020706154
1080,0.113765225
1081,0.21684706
1082,0.16777088
1083,0.6205351
1084,0.043523394
1085,0.12149481
1086,0.043077
1087,0.02543769
1088,0.13320054
1089,0.1332908
1090,0.08396598
1091,0.3285405
1092,0.2903768
1093,0.2238938
1094,0.13160388
1095,0.1098231
1096,0.059043717
1097,0.14448993
1098,0.35065466
1099,0.16808316
1100,0.33927637
1101,0.22893327
1102,0.007856242
1103,0.116128676
1104,0.1784852
1105,0.16171908
1106,0.22731797
1107,0.24643466
1108,0.3045379
1109,0.15332106
1110,0.21200833
1111,0.27603307
1112,0.1569896
1113,0.14200453
1114,0.43478942
1115,0.10259081
1116,0.24195118
1117,0.20946209
1118,0.24043597
1119,0.14452092
1120,0.4729942
1121,0.24416666
1122,0.1760572
1123,0.31446755
1124,0.2963446
1125,0.24497093
1126,0.14908949
1127,0.13268627
1128,0.26687217
1129,0.38464472
1130,0.16445664
1131,0.16614075
1132,0.40119547
1133,0.18194224
1134,0.25082836
1135,0.17203198
1136,0.081875294
1137,0.15675548
1138,0.11896872
1139,0.19772919
1140,0.09915058
1141,0.29317108
1142,0.007973083
1143,0.046325773
1144,0.40012357
1145,0.11189985
1146,0.123943865
1147,0.082377695
1148,0.1642212
1149,0.076131254
1150,0.12384678
1151,0.2335051
1152,0.25352
1153,0.19017118
1154,0.14571643
1155,0.082287624
1156,0.03919552
1157,0.12643553
1158,0.13715783
1159,0.043441843
1160,0.77662486
1161,0.15434627
1162,0.241704
1163,0.28609872
1164,0.22568642
1165,0.1973248
1166,0.09854105
1167,0.17000915
1168,0.116246864
1169,0.1953718
1170,0.12990244
1171,0.30953637
1172,0.7293403
1173,0.17743339
1174,0.24944381
1175,0.4542297
1176,0.062216796
1177,0.029418828
1178,0.31953287
1179,0.17367336
1180,0.15193245
1181,0.11272982
1182,0.27528286
1183,0.12640558
1184,0.30221027
1185,0.14869379
1186,0.20215401
1187,0.049780466
1188,0.23297329
1189,0.27011085
1190,0.08235751
1191,0.045414597
1192,0.060849734
1193,0.32137868
1194,0.17885543
1195,0.25598904
1196,0.1318619
1197,0.31054103
1198,0.21555209
1199,0.3901692
1200,0.5977458
1201,0.27289847
1202,0.19464506
1203,0.28598836
1204,0.3051521
1205,0.1929693
1206,0.31371275
1207,0.12472056
1208,0.13035841
1209,0.15887325
1210,0.24798927
1211,0.06852498
1212,0.05724335
1213,0.32502225
1214,0.18239576
1215,0.20384055
1216,0.29117087
1217,0.18835783
1218,0.038033515
1219,0.017074656
1220,0.4324658
1221,0.33386922
1222,0.26182234
1223,0.31963617
1224,0.014407164
1225,0.34936684
1226,0.119880825
1227,0.035992313
1228,0.15980527
1229,0.10968445
1230,0.14988813
1231,0.06404585
1232,0.3465866
1233,0.033194542
1234,0.22577907
1235,0.16715546
1236,0.027825886
1237,0.2931991
1238,0.496277
1239,0.08528681
1240,0.08642658
1241,0.08530154
1242,0.06664337
1243,0.010227829
1244,0.22100084
1245,0.19053777
1246,0.18942586
1247,0.007165129
1248,0.13576296
1249,0.39091513
1250,0.3058041
1251,0.20760794
1252,0.09219263
1253,0.2030892
1254,0.27930033
1255,0.039479155
1256,0.10536594
1257,0.1271128
1258,0.30495635
1259,0.030264081
1260,0.28520316
1261,0.06958692
1262,0.14465556
1263,0.2239105
1264,0.16223201
1265,0.35967034
1266,0.071346104
1267,0.23900835
1268,0.050935198
1269,0.3470971
1270,0.31889576
1271,0.14280522
1272,0.21795788
1273,0.400217
1274,0.42527208
1275,0.16587028
1276,0.06120442
1277,0.11033944
1278,0.117899634
1279,0.30055243
1280,0.026666334
1281,0.12741427
1282,0.17192014
1283,0.24002795
1284,0.0890345
1285,0.97913206
1286,0.2833239
1287,0.090076774
1288,0.11397221
1289,0.16460125
1290,0.1918655
1291,0.27115107
1292,0.14062145
1293,0.034307137
1294,0.121281154
1295,0.2181393
1296,0.1248451
1297,0.07144338
1298,0.4208418
1299,0.27770105
1300,0.46536604
1301,0.32380477
1302,0.018068202
1303,0.29371366
1304,0.042577595
1305,0.30855376
1306,0.110249974
1307,0.13045566
1308,0.2239105
1309,0.15871787
1310,0.12739499
1311,0.26778966
1312,0.2529232
1313,0.3197332
1314,0.23419762
1315,0.17127037
1316,0.21395314
1317,0.14619929
1318,0.052669622
1319,0.15216085
1320,0.11998195
1321,0.13903905
1322,0.12534864
1323,0.2743451
1324,0.036755163
1325,0.08412858
1326,0.29589823
1327,0.2188955
1328,0.09222538
1329,0.021307562
1330,0.03857416
1331,0.19224569
1332,0.22629781
1333,0.027419716
1334,0.08850997
1335,0.19855942
1336,0.19193576
1337,0.16323851
1338,0.22168307
1339,0.19075535
1340,0.12567487
1341,0.14582746
1342,0.13296899
1343,0.009254511
1344,0.017908026
1345,0.25691715
1346,0.031112833
1347,0.05747412
1348,0.16609016
1349,0.092391044
1350,0.22208053
1351,0.09725997
1352,0.08144373
1353,0.018500827
1354,0.18650846
1355,0.12465351
1356,0.06713871
1357,0.15255864
1358,0.21735065
1359,0.17555684
1360,0.35770246
1361,0.1312451
1362,0.28911823
1363,0.24290985
1364,0.08990192
1365,0.1540683
1366,0.2807003
1367,0.042249035
1368,0.010224972
1369,0.23355167
1370,0.22200759
1371,0.2885359
1372,0.06089716
1373,0.24248406
1374,0.3281516
1375,0.20518284
1376,0.043199413
1377,0.22312073
1378,0.06757864
1379,0.013612049
1380,0.26612976
1381,0.17945409
1382,0.20376173
1383,0.17028429
1384,0.22224796
1385,0.09845263
1386,0.23380768
1387,0.12297499
1388,0.2014604
1389,0.23977147
1390,0.20652147
1391,0.07237096
1392,0.01962455
1393,0.20341681
1394,0.23012246
1395,0.13283285
1396,0.14477916
1397,0.026045717
1398,0.02637901
1399,0.14836986
1400,0.013128021
1401,0.49370983
1402,0.15612544
1403,0.054170776
1404,0.006933892
1405,0.2801797
1406,0.19811513
1407,0.024736864
1408,0.010763604
1409,0.1579742
1410,0.21667372
1411,0.21452202
1412,0.33210176
1413,0.13396741
1414,0.28729218
1415,0.6169008
1416,0.31459513
1417,0.43987334
1418,0.11178006
1419,0.12170003
1420,0.21620467
1421,0.28071648
1422,0.2470855
1423,0.17912515
1424,0.18367779
1425,0.22796439
1426,0.074746415
1427,0.14942464
1428,0.042207338
1429,0.13878824
1430,0.1426181
1431,0.13141747
1432,0.22226655
1433,0.21555209
1434,0.15896103
1435,0.2969842
1436,0.07836906
1437,0.10147579
1438,0.15084316
1439,0.14093988
1440,0.09730117
1441,0.16364849
1442,0.1479034
1443,0.038421076
1444,0.092259996
1445,0.32362318
1446,0.077558756
1447,0.07623151
1448,0.32458642
1449,0.36431116
1450,0.07426667
1451,0.32228893
1452,0.35566768
1453,0.12846148
1454,0.039925996
1455,0.1365333
1456,0.39719707
1457,0.2270806
1458,0.1611527
1459,0.2625775
1460,0.23294452
1461,0.09266506
1462,0.29301456
1463,0.24169192
1464,0.042376835
1465,0.11170166
1466,0.08241281
1467,0.07435517
1468,0.19812648
1469,0.25739017
1470,0.31752795
1471,0.053142406
1472,0.04476363
1473,0.03326133
1474,0.09334242
1475,0.37326542
1476,0.19699492
1477,0.12690142
1478,0.123943865
1479,0.12925738
1480,0.22481634
1481,0.1406515
1482,0.17735201
1483,0.24791047
1484,0.68175143
1485,0.25870255
1486,0.037853558
1487,0.108277895
1488,0.12609254
1489,0.16092882
1490,0.36878902
1491,0.07745799
1492,0.12320783
1493,0.23250033
1494,0.4334065
1495,0.2971468
1496,0.29624164
1497,0.38599807
1498,0.16601186
1499,0.14162104
1500,0.29801807
1501,0.20168793
1502,0.332406
1503,0.18012148
1504,0.1747849
1505,0.2387557
1506,0.39396298
1507,0.093967915
1508,0.032708507
1509,0.046384163
1510,0.14983214
1511,0.048772175
1512,0.17670135
1513,0.2742765
1514,0.08344754
1515,0.22572638
1516,0.37276688
1517,0.0763841
1518,0.13582507
1519,0.12637791
1520,0.0950716
1521,0.24701495
1522,0.0383058
1523,0.15259078
1524,0.056979936
1525,0.3624346
1526,0.09599792
1527,0.14989425
1528,0.26429012
1529,0.16143811
1530,0.3002939
1531,0.043939058
1532,0.11081576
1533,0.7956297
1534,0.1934599
1535,0.12520382
1536,0.11560276
1537,0.3487197
1538,0.024135275
1539,0.2016791
1540,0.2343934
1541,0.09658434
1542,0.117833465
1543,0.027371975
1544,0.006864922
1545,0.2913488
1546,0.11942609
1547,0.19633996
1548,0.18280792
1549,0.1878969
1550,0.13032229
1551,0.12878008
1552,0.28848952
1553,0.120862864
1554,0.0784162
1555,0.26610106
1556,0.2310949
1557,0.5095378
1558,0.3844839
1559,0.22042796
1560,0.6930317
1561,0.26451752
1562,0.18492189
1563,0.06848653
1564,0.3286472
1565,0.25398776
1566,0.183647
1567,0.19001216
1568,0.14128572
1569,0.2703273
1570,0.15086414
1571,0.10287658
1572,0.23602559
1573,0.23160599
1574,0.75586253
1575,0.18787597
1576,0.09303589
1577,0.31824714
1578,0.22587621
1579,0.122292496
1580,0.19499661
1581,0.264083
1582,0.2285322
1583,0.0929672
1584,0.13966621
1585,0.95109475
1586,0.02541396
1587,0.28156465
1588,0.10118501
1589,0.21677451
1590,0.2306199
1591,0.24241488
1592,0.24186239
1593,0.19051574
1594,0.3260015
1595,0.6989285
1596,0.12622711
1597,0.048409592
1598,0.19737734
1599,0.042950504
1600,0.009712214
1601,0.20536628
1602,0.12197246
1603,0.28310746
1604,0.24643466
1605,0.18039718
1606,0.23042071
1607,0.029345434
1608,0.10837584
1609,0.4390192
1610,0.1841615
1611,0.03953887
1612,0.3099524
1613,0.16551217
1614,0.080105476
1615,0.17695647
1616,0.01806453
1617,0.08431709
1618,0.021203002
1619,0.13942392
1620,0.08553438
1621,0.28362596
1622,0.47151837
1623,0.09049336
1624,0.32218188
1625,0.2394261
1626,0.44460207
1627,0.1303789
1628,0.36831555
1629,0.018953169
1630,0.19775638
1631,0.3313713
1632,0.1076472
1633,0.15172826
1634,0.19591303
1635,0.21747282
1636,0.39327538
1637,0.23203585
1638,0.2040047
1639,0.20294818
1640,0.14945729
1641,0.14955455
1642,0.25104
1643,0.2366249
1644,0.2775935
1645,0.3159462
1646,0.032048073
1647,0.2453063
1648,0.12237888
1649,0.10208637
1650,0.24027148
1651,0.29207405
1652,0.19989336
1653,0.19065729
1654,0.21034105
1655,0.041848842
1656,0.02953456
1657,0.12861182
1658,0.14749707
1659,0.21664885
1660,0.20987159
1661,0.46150357
1662,0.16644287
1663,0.2114803
1664,0.2350153
1665,0.29371852
